b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date;name_in_elec_combined;turnout;vote_share;soc_share;soc_dum;dsle;vote_share_nc;re;dugobo;fogobo;duprbo;foprbo;dush;fosh;cash;misc;debt;ta11;tl11;nw11;ta0;tl0;nw0;w_deflated;wealth_defl;defw_rb;expected_inheritance_rough;expected_inheritance;father_politician;deflated_eh;amount_of_strikes
01295;van Stapele;1;Successiewet 1921;1921-04-14;Tweede Kamer;Stapele;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1875-10-08;1919-11-20;511;1940-10-27;NA;NA;NA;NA;NA;NA;NA;0,000;0,000;0,0000;0,000;0,000;28350,000;0,000;0,000;0,000;-10000,00000;28350,0000;-10000,0000;12004,000;28350,000;10000,0000;12004,0000;9252,608151580052;-147,2106504891804;3167,449205393039;NA;NA;0;NA;NA
00949;de Muralt;1;Successiewet 1921;1921-04-14;Tweede Kamer;Muralt;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;liberal;liberal;1871-05-09;1913-09-16;2767;1936-11-07;jhr. R.R.L. de Muralt;NA;NA;NA;NA;NA;NA;15000,000;0,000;285,0000;909,000;4290,000;45029,780;26756,000;7362,000;183,000;-14179,64000;99223,4400;-14179,6400;41663,940;49612,220;-7947,7800;41664,4400;32114,689879603764;25008,5158679314409;19528,900692363088;4260,00;2130,000000000000;1;2035,2626436472949;NA
01184;van Schaik;1;Successiewet 1921;1921-04-14;Tweede Kamer;Schaik;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1882-01-31;1917-02-20;1514;1962-03-23;mr. J.R.H. van Schaik;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01157;van Rijckevorsel;1;Successiewet 1921;1921-04-14;Tweede Kamer;Rijckevorsel;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1882-02-10;1916-09-28;1659;1957-04-30;A. van Rijckevorsel|mr.dr. A.B.G.M. van Rijckevorsel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00354;Duymaer van Twist;1;Successiewet 1921;1921-04-14;Tweede Kamer;Duymaer van Twist;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1865-11-09;1901-09-17;7149;1961-08-07;L.F. Duymaer van Twist;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01010;Oud;1;Successiewet 1921;1921-04-14;Tweede Kamer;Oud;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1886-12-05;1917-06-28;1386;1968-08-12;mr. P.J. Oud;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01147;Rutgers;1;Successiewet 1921;1921-04-14;Tweede Kamer;Rutgers;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1877-12-16;1912-02-20;3341;1945-02-05;mr. V.H. Rutgers;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01194;Scheurer;1;Successiewet 1921;1921-04-14;Tweede Kamer;Scheurer;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1864-03-03;1911-02-28;3698;1928-06-20;dr. J.G. Scheurer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00121;van de Bilt;1;Successiewet 1921;1921-04-14;Tweede Kamer;Bilt;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1869-02-22;1918-09-17;940;1949-11-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01140;Rugge;1;Successiewet 1921;1921-04-14;Tweede Kamer;Rugge;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1872-09-10;1918-09-17;940;1950-02-07;E. Rugge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01555;Wintermans;1;Successiewet 1921;1921-04-14;Tweede Kamer;Wintermans;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1877-03-15;1918-09-17;940;1953-08-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01043;Poels;1;Successiewet 1921;1921-04-14;Tweede Kamer;Poels;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1870-05-01;1918-09-17;940;1934-01-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00934;van der Molen;1;Successiewet 1921;1921-04-14;Tweede Kamer;Molen;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1867-10-01;1908-03-18;4775;1939-11-12;J. van der Molen Tz.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01270;Smeenk;1;Successiewet 1921;1921-04-14;Tweede Kamer;Smeenk;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1880-12-10;1918-09-17;940;1964-07-17;C. Smeenk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00657;de Jonge;1;Successiewet 1921;1921-04-14;Tweede Kamer;Jonge;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1866-07-21;1918-09-17;940;1925-02-20;jhr.mr. W.C. de Jonge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01494;van Vuuren;1;Successiewet 1921;1921-04-14;Tweede Kamer;Vuuren;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1865-03-20;1905-09-19;5686;1932-04-02;A.C.A. van Vuuren;NA;NA;NA;NA;NA;NA;24430,000;225,000;122,6000;9021,000;9683,000;55242,000;1217,000;962,000;4163,000;-66344,09000;46354,6100;-4528,0900;41826,520;46354,610;-4528,0900;41826,5200;28979,433844911066;40213,3466695465977;51437,844696432890;NA;NA;0;NA;NA
00772;G.J. ter Laan;1;Successiewet 1921;1921-04-14;Tweede Kamer;Laan;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1872-12-12;1913-09-16;2767;1956-08-09;J. ter Laan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01189;Schaper;1;Successiewet 1921;1921-04-14;Tweede Kamer;Schaper;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1868-02-12;1899-04-25;8024;1934-08-31;J.H.A. Schaper;NA;NA;NA;NA;NA;NA;4380,530;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,000;-520,23000;4380,5300;-520,2300;3860,180;4380,530;-520,2300;3860,3000;2867,947091700399;810,9931926615278;1062,323448768491;0,00;0,000000000000;0;0,0000000000000;NA
01376;Troelstra;1;Successiewet 1921;1921-04-14;Tweede Kamer;Troelstra;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1860-04-20;1897-09-21;8605;1930-05-12;mr. P.J. Troelstra;NA;NA;NA;NA;NA;NA;16202,000;1985,000;0,0000;6466,000;0,000;5480,000;0,000;170,000;3685,000;-15285,44000;33990,3900;-15285,4400;9204,940;33990,390;-15285,4400;9204,9400;5676,088164660174;6848,4461293760960;15239,178421055554;217873,56;31124,794285714284;0;30519,9923032734660;NA
00488;Groeneweg;1;Successiewet 1921;1921-04-14;Tweede Kamer;Groeneweg;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1875-03-04;1918-09-17;940;1940-10-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01347;van den Tempel;1;Successiewet 1921;1921-04-14;Tweede Kamer;Tempel;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1877-08-01;1915-11-10;1982;1955-06-27;J. van den Tempel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00773;K. ter Laan;1;Successiewet 1921;1921-04-14;Tweede Kamer;Laan;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1871-07-08;1901-09-17;7149;1963-03-06;K. ter Laan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00689;Ketelaar;1;Successiewet 1921;1921-04-14;Tweede Kamer;Ketelaar;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1864-05-06;1897-09-21;8605;1936-06-27;T.M. Ketelaar;NA;NA;NA;NA;NA;NA;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;4134,680;-4743,08000;4134,6800;-4743,0800;-608,380;4134,700;-4743,0800;-608,3800;-468,935500608033;-136,7229468653222;1835,204538555402;0,00;0,000000000000;0;0,0000000000000;NA
01344;Teenstra;1;Successiewet 1921;1921-04-14;Tweede Kamer;Teenstra;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1873-07-25;1909-09-21;4223;1958-05-24;E.M. Teenstra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00385;Engels;1;Successiewet 1921;1921-04-14;Tweede Kamer;Engels;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1869-06-24;1916-09-20;1667;1940-10-31;A.H.J. Engels;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00237;Bulten;1;Successiewet 1921;1921-04-14;Tweede Kamer;Bulten;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1871-11-03;1918-09-17;940;1955-01-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01583;van Wijnbergen;1;Successiewet 1921;1921-04-14;Tweede Kamer;Wijnbergen;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1869-03-08;1904-04-19;6204;1950-03-01;mr. A.I.M.J. baron van Wijnbergen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00059;Bakker;1;Successiewet 1921;1921-04-14;Tweede Kamer;Bakker;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1873-07-03;1918-10-30;897;1956-09-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00090;van Beresteyn;1;Successiewet 1921;1921-04-14;Tweede Kamer;Beresteyn;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1876-04-02;1916-06-28;1751;1948-09-15;jhr.mr.dr. E.A. van Beresteijn;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00875;Marchant;1;Successiewet 1921;1921-04-14;Tweede Kamer;Marchant;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1869-02-12;1900-06-08;7615;1956-05-12;mr. H.P. Marchant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00615;Hugenholtz;1;Successiewet 1921;1921-04-14;Tweede Kamer;Hugenholtz;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1868-06-24;1901-09-17;7149;1924-05-13;F.W.N. Hugenholtz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01225;Schouten;1;Successiewet 1921;1921-04-14;Tweede Kamer;Schouten;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1883-08-12;1918-10-22;905;1963-09-09;J. Schouten;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00363;van Dijk;1;Successiewet 1921;1921-04-14;Tweede Kamer;Dijk;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1856-03-04;1918-09-17;940;1935-05-20;NA;NA;NA;NA;NA;NA;NA;39000,000;0,000;0,0000;0,350;0,000;1285,000;0,000;15,000;949,000;-25571,35000;41254,2000;-25571,1500;15685,070;36326,580;-23116,8000;13209,7800;9813,991175038753;2591,0998281312054;14360,454754365830;NA;NA;0;NA;NA
00011;Albarda;1;Successiewet 1921;1921-04-14;Tweede Kamer;Albarda;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1877-06-05;1913-09-16;2767;1957-04-19;J.W. Albarda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00344;Drion;0;Successiewet 1921;1921-04-14;Tweede Kamer;Drion;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;liberal;liberal;1874-09-02;1913-09-16;2767;1948-12-13;F.J.W. Drion;NA;NA;NA;NA;NA;NA;20400,000;0,000;0,0000;748,000;0,000;595,000;0,000;7,000;11079,000;-33241,20000;32831,2900;-33241,2400;-409,950;32831,290;-33241,2400;-409,9500;-157,993447883070;-2368,1989927270024;7397,501826786695;0,00;0,000000000000;0;0,0000000000000;NA
00448;Gerretson;0;Successiewet 1921;1921-04-14;Tweede Kamer;Gerretson;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1856-12-01;1913-09-16;2767;1930-10-29;B.J. Gerretson;NA;NA;NA;NA;NA;NA;43156,110;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,000;0,00000;43156,1100;-61071,8000;-17915,700;43156,110;-61071,7600;-17915,6500;-11047,416813927526;13128,5330111167295;13128,533011116724;4734,00;526,000000000000;0;526,0000000000000;NA
01113;Rink;0;Successiewet 1921;1921-04-14;Tweede Kamer;Rink;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;liberal;liberal;1851-08-13;1891-09-15;10803;1941-08-06;mr. P. Rink;NA;NA;NA;NA;NA;NA;18000,000;15434,000;921,0000;33059,000;18724,000;123553,000;6779,000;10582,000;3407,000;-2238,00000;224545,0000;-2238,0000;2238,000;220695,000;-2238,0000;220457,0000;144618,618990328279;30094,5131699467602;29005,601255981575;32345,32;6469,064000000000;0;4397,4550317532367;NA
00341;Dresselhuys;0;Successiewet 1921;1921-04-14;Tweede Kamer;Dresselhuys;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;liberal;liberal;1870-12-31;1916-12-14;1582;1926-12-16;mr. H.C. Dresselhuys;NA;NA;NA;NA;NA;NA;552965,960;0,000;1942,0000;106864,930;0,000;110454,750;3918,000;600,000;10035,300;-18557,26000;376232,7300;-14631,2600;358551,470;375907,640;-15242,1700;360665,4700;215921,312155791355;305964,4226414634031;305388,978433367854;NA;NA;1;NA;NA
01292;A. Staalman;0;Successiewet 1921;1921-04-14;Tweede Kamer;Staalman;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neutral;neutral;1871-09-22;1918-09-17;940;1935-11-04;NA;NA;NA;NA;NA;NA;NA;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,000;-2002,69000;4565,0800;-2002,6900;2562,390;4565,080;-2002,6900;2562,3900;1903,685969562517;-480,9155332369068;480,915533236907;NA;NA;0;NA;NA
00940;de Monté ver Loren;0;Successiewet 1921;1921-04-14;Tweede Kamer;Monté VerLoren;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1861-03-24;1909-11-10;4173;1925-04-30;F.H. de MontÃ© ver Loren;NA;NA;NA;NA;NA;NA;5,000;21383,000;2616,0000;19837,000;2647,000;25285,300;1305,000;507,000;8099,000;-2723,31000;80113,6600;-18043,6500;62070,010;80113,660;-18043,6500;62070,0100;37159,748075475851;33916,7164089164289;32546,910695859140;NA;NA;0;NA;NA
00672;de Kanter;0;Successiewet 1921;1921-04-14;Tweede Kamer;Kanter;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;liberal;liberal;1868-03-17;1909-09-21;4223;1953-05-16;P.J. de Kanter;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00540;Heemskerk;0;Successiewet 1921;1921-04-14;Tweede Kamer;Heemskerk;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1852-07-20;1888-05-01;12035;1932-06-12;mr. Th. Heemskerk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01082;A.G.Æ. ridder van Rappard;0;Successiewet 1921;1921-04-14;Tweede Kamer;Rappard;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;liberal;liberal;1871-08-30;1918-04-24;1086;1946-05-25;mr. A.G.A. ridder van Rappard;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00430;Fruytier;0;Successiewet 1921;1921-04-14;Tweede Kamer;Fruytier;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1852-02-01;1901-09-17;7149;1929-06-20;P.F. Fruijtier;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01580;de Wijkerslooth de Weerdesteyn;0;Successiewet 1921;1921-04-14;Tweede Kamer;Wijkerslooth de Weerdesteyn;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1873-09-13;1910-02-15;4076;1936-05-16;mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn;NA;NA;NA;NA;NA;NA;443090,000;0,000;111,0000;6866,000;58111,000;91871,000;1389,000;0,000;24189,000;-38356,61000;535593,4400;-26109,0100;509484,430;541717,360;-32232,8100;509484,5500;392707,506009908626;133591,0112760084739;120492,690240346812;NA;NA;1;NA;NA
01172;van Sasse van Ysselt;0;Successiewet 1921;1921-04-14;Tweede Kamer;Sasse van Ysselt;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1852-04-20;1901-09-17;7149;1939-08-06;jhr.mr. A.F.O. van Sasse van Ysselt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01328;Swane;0;Successiewet 1921;1921-04-14;Tweede Kamer;Swane;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1875-12-09;1918-09-17;940;1948-04-20;I.A. Swane;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00191;Braat;0;Successiewet 1921;1921-04-14;Tweede Kamer;Braat;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1874-02-15;1919-09-18;574;1947-01-11;A. Braat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00191;Braat;0;Successiewet 1921;1921-04-14;Tweede Kamer;Braat;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1874-02-15;1919-09-18;574;1947-01-11;A. Braat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00106;Beumer;0;Successiewet 1921;1921-04-14;Tweede Kamer;Beumer;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1878-09-21;1913-09-16;2767;1946-10-05;dr. E.J. Beumer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01514;Weitkamp;0;Successiewet 1921;1921-04-14;Tweede Kamer;Weitkamp;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1870-12-11;1918-09-17;940;1946-12-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01283;Snoeck Henkemans;0;Successiewet 1921;1921-04-14;Tweede Kamer;Snoeck Henkemans;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1862-05-21;1909-09-21;4223;1945-05-24;J.R. Snoeck Henkemans;NA;NA;NA;NA;NA;NA;34312,000;28800,000;130,0000;17340,000;0,000;4362,000;0,000;178,000;9435,000;-37933,88000;86386,8100;-37933,8800;48452,930;86356,810;-37933,8800;48452,9300;24898,143597733768;6091,1628536630706;13338,076427941303;208506,18;104253,089999999997;0;106101,5031904165662;NA
00733;Koolen;0;Successiewet 1921;1921-04-14;Tweede Kamer;Koolen;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1871-01-21;1905-09-19;5686;1945-03-24;mr. D.A.P.N. Koolen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00702;Kleerekoper;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Kleerekoper;social;Amsterdam VIII;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;socialist;socialist;1880-09-22;1913-09-16;1158;1943-04-14;A.B. Kleerekoper;0,829640134727885;0,3349589891376635;2939;1;1249;0,31256927510529814;0,000;1360,000;0,0000;1000,000;0,000;3336,000;0,000;0,000;12,000;0,00000;5708,0000;0,0000;5708,000;5708,000;0,0000;5708,0000;3087,502256949497;773,3838935581030;467,282096601432;NA;NA;0;NA;191
00892;de Meester;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Meester;social;Den Helder;10859;10841;6031;0,391583426490209;0,3909288131966324;0,21747610336040105;68331;1001;4604;9541;3986;27152;0,23454362201627377;9,79866761719806e-02;0,66746970181174559;liberal;liberal;1851-12-16;1910-05-09;2384;1919-12-27;mr. T.H. de Meester;0,819289115269627;0,3789904502046385;4949;1;1249;0,29618008185538880;24000,000;11125,000;6968,0000;37431,000;6621,000;27382,000;847,000;100,000;15828,000;-5436,42000;131550,0000;-5436,4200;59820,950;65775,000;-2718,2100;59820,9500;31527,941257820596;65141,0609592521869;72125,168604607374;56043,50;18681,166666666668;1;12698,8371667607826;6
