b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date
00815;Lieftinck;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Lieftinck;fiscal;Zutphen;9106;6559;2376;0,504739205143839;0,3635506070481441;0,13169367838372203;100577;1504;3403;15518;2204;41057;0,26400585243028973;3,74963847632658e-02;0,69849776280644449;liberal;liberal;1835-06-08;1879-02-18;12888;1917-07-07
01201;Schimmelpenninck;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Schimmelpenninck;fiscal;Ede;11431;3380;7589;0,510312500000000;0,1508894196090650;0,33878464263142671;52889;1755;3697;1928;9643;43466;0,03503097915947453;1,75209404582372e-01;0,78975961625815361;protestant;confessional;1854-02-08;1909-09-21;1716;1929-12-13
01445;Visser van IJzendcorn;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Visser van IJzendoorn;fiscal;Gorinchem;2534;3316;926;0,373966942148760;0,4893472550624816;0,13664138659253661;85197;5136;7625;6957;8890;37896;0,12944941666821724;1,65416891502149e-01;0,70513369182963359;liberal;liberal;1858-08-02;1913-09-16;260;1924-09-23
00011;Albarda;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Albarda;fiscal;Enschede;23985;5765;5375;0,682846975088968;0,1641249232111786;0,15302122121923939;38199;693;1447;35804;4707;44048;0,42342033373147742;5,56652751333389e-02;0,52091439113518367;socialist;socialist;1877-06-05;1913-09-16;260;1957-04-19
01400;van de Velde;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Velde;fiscal;Delft;6212;6537;764;0,459705468807815;0,4837399261533684;0,05653420136668858;90453;871;2950;18511;5072;24220;0,38723511076710665;1,06102127481539e-01;0,50666276175135450;protestant;confessional;1855-09-09;1890-04-29;8800;1919-05-28
01189;Schaper;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Schaper;fiscal;Appingedam;1267;1406;746;0,370576191868968;0,4111867867699362;0,21814257508357257;89280;4007;5185;1425;12697;30307;0,03207364559184316;2,85781809178690e-01;0,68214454522946721;socialist;socialist;1868-02-12;1899-04-25;5517;1934-08-31
00635;Jansen;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Jansen;fiscal;'s-Gravenhage III;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;80694;22636;115693;0,36842706017176280;1,03349876496989e-01;0,52822306333124835;liberal;liberal;1840-12-14;1905-09-19;3179;1925-03-24
01289;J.H.W.Q. ter Spill;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Spill;fiscal;Utrecht I;13291;23050;1186;0,354171663069257;0,6142186282188012;0,03160309632713359;247185;91;593;41448;8372;55989;0,39172471150847282;7,91237040327382e-02;0,52915158445878896;liberal;liberal;1874-02-07;1913-09-16;260;1946-02-21
00822;Limburg;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Limburg;fiscal;Groningen;7845;17281;519;0,305907584324430;0,6738465145346280;0,02023708998354999;156159;136;562;8756;10351;34413;0,16360239162929746;1,93404334828102e-01;0,64299327354260094;socialist;socialist;1866-12-29;1905-09-19;3179;1940-05-15
00432;de Geer;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Geer;fiscal;Schiedam;7004;6074;1898;0,467681623931624;0,4055695995293186;0,12672872155374304;75748;674;3605;16446;8043;31853;0,29189592133754572;1,42753185900394e-01;0,56535089276206030;protestant;confessional;1870-12-14;1907-11-04;2403;1960-11-27
00772;J. ter Laan;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Laan;fiscal;Rotterdam V;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;105685;33149;219017;0,29533241488776057;9,26335262441631e-02;0,61203405886807638;socialist;socialist;1872-12-12;1913-09-16;260;1956-08-09
00245;W.K.F.P. graaf van Bylandt;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Bylandt;fiscal;Apeldoorn;12464;6320;8585;0,455405751032190;0,2309143498219553;0,31366819113652034;58966;783;2170;5632;8125;49655;0,08881599697218193;1,28130322336466e-01;0,78305368069135184;protestant;confessional;1841-12-04;1882-11-08;11529;1924-07-04
01170;Sannes;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Sannes;fiscal;Veendam;10303;5554;5056;0,492660067900349;0,2655701795140500;0,24175473123178523;54378;1502;2533;5826;7660;35909;0,11794716064378986;1,55076424739346e-01;0,72697641461686402;socialist;socialist;1875-10-04;1913-09-16;260;1930-01-02
00709;Knobel;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Knobel;fiscal;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428289;105644;1198;1839;12705;5166;31908;0,25522810823841380;1,03778701862231e-01;0,64099318989935516;liberal;liberal;1857-05-31;1913-09-16;260;1933-10-16
00111;Bichon van IJsselmonde;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Bichon van IJsselmonde;fiscal;Ommen;8340;1224;5578;0,550785893541144;0,0808318239975956;0,36836397667321558;28815;2084;1862;9258;10086;29234;0,19058009798674297;2,07624850755486e-01;0,60179505125777100;protestant;confessional;1855-05-28;1912-11-29;551;1923-11-19
00733;D.A.P.N. Koolen;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Koolen;fiscal;Grave;1843;713;875;0,537161177499271;0,2077786037308542;0,25497232904954187;47633;6275;5396;47249;31;602;0,98678000083538708;6,47424919594002e-04;0,01257257424501900;catholic;confessional;1871-01-21;1905-09-19;3179;1945-03-24
01003;Oosterbaan;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Oosterbaan;fiscal;Enkhuizen;1063;1078;846;0,355875460328088;0,3608542286023719;0,28315937437886962;90362;6144;9738;18868;4942;19397;0,43668849954868422;1,14379614414331e-01;0,44893188603698470;protestant;confessional;1863-12-20;1909-09-21;1716;1917-07-27
01288;Spiekman;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Spiekman;fiscal;Rotterdam II;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;105685;33149;219017;0,29533241488776057;9,26335262441631e-02;0,61203405886807638;socialist;socialist;1874-02-13;1913-09-16;260;1917-11-18
00469;Goeman Borgesius;1;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Goeman Borgesius;fiscal;Emmen;10357;1547;4751;0,621855298709096;0,0928815515529880;0,28524744059698359;27624;2491;2114;7851;10808;50791;0,11304535637149028;1,55622750179986e-01;0,73133189344852412;liberal;liberal;1847-01-11;1877-11-19;13344;1917-01-18
00228;Brummelkamp;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Brummelkamp;fiscal;Loosduinen;4471;3523;3485;0,389493858350030;0,3068978539220103;0,30357945725080188;88470;2695;6976;20861;12039;27919;0,34300136470510861;1,97948009668031e-01;0,45905062562686005;protestant;confessional;1839-01-05;1897-09-21;6098;1919-01-15
00157;Bongaerts;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Bongaerts;fiscal;Roermond;4415;4264;1856;0,419079259610821;0,4047299844383274;0,17616088059213367;45430;2637;6772;48946;412;2983;0,93513689077396300;7,87145832139241e-03;0,05699165090464454;catholic;confessional;1875-01-09;1913-09-16;260;1959-05-10
00940;de Monte verLoren;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Monté VerLoren;fiscal;Breukelen;0;0;0;NA;NA;NA;93077;6421;10242;17650;5824;21198;0,39510207736389685;1,30372492836676e-01;0,47452542979942686;protestant;confessional;1861-03-24;1909-11-10;1666;1925-04-30
01494;van Vuuren;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Vuuren;fiscal;Zevenbergen;3071;1533;1618;0,493571198971392;0,2463642561392982;0,26001408009696370;62479;2338;3177;34815;3789;12101;0,68661867665910659;7,47263583473030e-02;0,23865496499359037;catholic;confessional;1865-03-20;1905-09-19;3179;1932-04-02
01580;de Wijkerslooth de Weerdesteyn;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Wijkerslooth de Weerdesteyn;fiscal;Wijk bij Duurstede;2042;911;532;0,585939741750359;0,2613620825161742;0,15261712689525606;89282;7346;8584;21393;3567;25627;0,42289521023187776;7,05121869254947e-02;0,50659260284262753;catholic;confessional;1873-09-13;1910-02-15;1569;1936-05-16
00354;Duymaer van Twist;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Duymaer van Twist;fiscal;Steenwijk;4616;1705;3215;0,484060402684564;0,1787870654636217;0,33712002315920586;40771;3551;3874;2262;7027;29984;0,05759682224428996;1,78926998192142e-01;0,76347617956356784;protestant;confessional;1865-11-09;1901-09-17;4642;1961-08-07
00072;Beckers;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Beckers;fiscal;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;47620;1914;4281;0,88488339682244732;3,55662919260429e-02;0,07955031125150980;catholic;confessional;1860-05-02;1903-10-09;3890;1923-01-08
00150;Bogaardt;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Bogaardt;fiscal;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;51315;701;4196;0,91288337009891141;1,24706468369743e-02;0,07464598306411442;catholic;confessional;1862-02-19;1906-02-13;3032;1918-11-14
00034;Arts;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Arts;fiscal;Tilburg;10055;5646;1014;0,601555489081663;0,3377682808038675;0,06066066527042862;56139;1129;2598;61902;1279;4233;0,91823656807191389;1,89723202895541e-02;0,06279111163853206;catholic;confessional;1845-04-20;1901-12-18;4550;1926-03-31
01470;van der Voort van Zijp;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Voort van Zijp;fiscal;Tietjerksteradeel;11389;4350;9211;0,456472945891784;0,1743455076550108;0,36916902290051606;53036;963;1051;17;18675;23821;0,00039987768447298;4,39277397501941e-01;0,56032272481358647;protestant;confessional;1871-12-08;1908-03-19;2267;1935-09-28
01194;Scheurer;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Scheurer;fiscal;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6366;9195;26234;0,15231487019978465;2,20002392630697e-01;0,62768273716951783;protestant;confessional;1864-03-03;1911-02-28;1191;1928-06-20
01458;van Vlijmen;0;Inkomstenbelasting 1914;1914-06-03;Tweede Kamer;Vlijmen;fiscal;Veghel;6371;1673;5094;0,484929212970011;0,1273358388744004;0,38771217973680722;37335;2175;3377;45736;6;230;0,99486644044200812;1,30514226050640e-04;0,00500304533194118;catholic;confessional;1843-05-02;1888-05-01;9528;1919-12-17
00650;K.H. de Jong;1;Successiewet 1878;1878-05-24;Tweede Kamer;Jong;fiscal;Hoorn;4080;5340;2236;0,350034317089911;0,4581193928012350;0,19181923306238607;244702;12677;26840;33161;3644;70502;0,30902923388036196;3,39586420270812e-02;0,65701212409255683;liberal;liberal;1815-12-14;1871-09-18;2440;1886-12-14
00071;de Beaufort;1;Successiewet 1878;1878-05-24;Tweede Kamer;Beaufort 2;fiscal;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;72108;5441;6377;18478;1231;34335;0,34190659462660056;2,27777366590186e-02;0,63531566871438083;liberal;liberal;1845-03-19;1877-04-23;396;1918-04-02
00625;Idzerda;1;Successiewet 1878;1878-05-24;Tweede Kamer;Idzerda;fiscal;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;200749;3230;6181;10249;6589;94598;0,09197207365662800;5,91281094080907e-02;0,84889981693528127;liberal;liberal;1816-08-13;1858-09-20;7186;1881-12-06
01424;Verniers van der Loeff;1;Successiewet 1878;1878-05-24;Tweede Kamer;Verniers van der Loeff;fiscal;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;541756;66;440;44680;1774;85008;0,33987007652401452;1,34943938172248e-02;0,64663552965876070;liberal;liberal;1831-03-07;1876-03-15;800;1891-01-22
00203;Bredius jr;1;Successiewet 1878;1878-05-24;Tweede Kamer;Bredius jr.;fiscal;Goes;1511;1672;826;0,376901970566226;0,4170224054461504;0,20599562361014315;100201;9968;10292;12616;5716;39960;0,21642764015645372;9,80580525629589e-02;0,68551430728058738;liberal;liberal;1841-07-27;1878-03-18;67;1886-06-01
01022;Patijn;1;Successiewet 1878;1878-05-24;Tweede Kamer;Patijn;fiscal;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;297914;13406;19545;32431;3426;101183;0,23665353181552831;2,50000000000000e-02;0,73834646818447169;liberal;liberal;1836-04-07;1877-06-16;342;1911-03-27
01121;Rombach;1;Successiewet 1878;1878-05-24;Tweede Kamer;Rombach;fiscal;Brielle;0;0;0;NA;NA;NA;38240;2279;4250;1121;782;20221;0,05066895678900741;3,53462303380944e-02;0,91398481287289823;liberal;liberal;1812-05-24;1869-09-21;3167;1891-04-24
00583;Hingst;1;Successiewet 1878;1878-05-24;Tweede Kamer;Hingst;fiscal;Leeuwarden;25048;19914;16549;0,407211718229260;0,3237448288486933;0,26903811261124311;245535;2034;3963;13127;7014;93118;0,11590248898542280;6,19288533361587e-02;0,82216865767841851;liberal;liberal;1824-10-28;1866-11-19;4204;1906-10-18
01479;de Vos van Steenwijk;1;Successiewet 1878;1878-05-24;Tweede Kamer;Vos van Steenwijk;fiscal;Winschoten;10327;7298;5365;0,449195302305350;0,3174361639480806;0,23335454993733035;65673;1338;2522;5004;4802;33998;0,11423614281800748;1,09624691808967e-01;0,77613916537302530;liberal;liberal;1827-03-02;1878-03-18;67;1897-10-10
00138;Blussé van oud Alblas;1;Successiewet 1878;1878-05-24;Tweede Kamer;Blussé van Oud-Alblas;fiscal;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427157;84304;1948;2897;9151;749;41301;0,17872697798871115;1,46286205347552e-02;0,80664440147653371;liberal;liberal;1812-03-11;1850-10-07;10091;1887-05-19
00666;van der Kaay;1;Successiewet 1878;1878-05-24;Tweede Kamer;Kaay;fiscal;Alkmaar;8752;13420;2626;0,352931688039358;0,5411649732128598;0,10589181879499804;246119;4620;17879;38232;2281;67754;0,35312699160408989;2,10682848882854e-02;0,62580472350762462;liberal;liberal;1831-05-05;1875-08-10;1018;1918-07-29
01168;Sandberg;1;Successiewet 1878;1878-05-24;Tweede Kamer;Sandberg;fiscal;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;189418;5418;6856;22009;8062;79454;0,20094955489614244;7,36087651221182e-02;0,72544167998173936;liberal;liberal;1832-01-07;1869-09-20;3168;1906-02-15
01303;Stieltjes;1;Successiewet 1878;1878-05-24;Tweede Kamer;Stieltjes;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;1145240;146;1325;69845;2350;156940;0,30482030244179198;1,02559626421105e-02;0,68492373491609748;liberal;liberal;1819-05-19;1866-11-22;4201;1878-06-23
00889;Mees;1;Successiewet 1878;1878-05-24;Tweede Kamer;Mees;fiscal;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;541756;66;440;44680;1774;85008;0,33987007652401452;1,34943938172248e-02;0,64663552965876070;liberal;liberal;1834-07-05;1873-10-04;1693;1915-06-04
01437;Viruly Verbrugge;1;Successiewet 1878;1878-05-24;Tweede Kamer;Viruly Verbrugge;fiscal;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;541756;66;440;44680;1774;85008;0,33987007652401452;1,34943938172248e-02;0,64663552965876070;liberal;liberal;1830-01-04;1863-03-09;5555;1908-12-10
01522;van de Werk;1;Successiewet 1878;1878-05-24;Tweede Kamer;Werk;fiscal;Zevenbergen;1699;732;873;0,514225181598063;0,2215151608130158;0,26416635658424731;40893;1534;2117;16814;451;10020;0,61623602712112879;1,65292285138354e-02;0,36723474436503578;liberal;liberal;1841-01-15;1878-05-13;11;1926-01-23
01311;van Stolk;1;Successiewet 1878;1878-05-24;Tweede Kamer;Stolk;fiscal;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;541756;66;440;44680;1774;85008;0,33987007652401452;1,34943938172248e-02;0,64663552965876070;liberal;liberal;1826-10-21;1878-03-18;67;1880-07-30
00400;van der Feltz;1;Successiewet 1878;1878-05-24;Tweede Kamer;Feltz;fiscal;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;125455;9060;8901;8563;14422;105692;0,06654646906595583;1,12079081731778e-01;0,82137444920226610;liberal;liberal;1824-03-01;1877-12-17;158;1910-12-02
00520;van Harinxma thoe Slooten;1;Successiewet 1878;1878-05-24;Tweede Kamer;Harinxma thoe Slooten;fiscal;Dokkum;13367;5038;11109;0,452903706715457;0,1706960320910193;0,37638968907935894;81958;1911;2912;993;7463;48116;0,01755285300148483;1,31920384642579e-01;0,85052676235593583;liberal;liberal;1839-08-30;1873-09-15;1712;1923-11-02
00998;Oldenhuis gratama;1;Successiewet 1878;1878-05-24;Tweede Kamer;Oldenhuis Gratama;fiscal;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;125455;9060;8901;8563;14422;105692;0,06654646906595583;1,12079081731778e-01;0,82137444920226610;liberal;liberal;1815-06-07;1867-10-14;3875;1887-07-05
01246;Sickesz;1;Successiewet 1878;1878-05-24;Tweede Kamer;Sickesz;fiscal;Zutphen;14595;6927;7793;0,497867985672864;0,2362913988769302;0,26582994502647672;144591;4675;8061;28753;1457;65931;0,29907115590642908;1,51548246845779e-02;0,68577401940899307;liberal;liberal;1839-02-19;1877-12-04;171;1904-02-19
00066;Bastert;1;Successiewet 1878;1878-05-24;Tweede Kamer;Bastert;fiscal;Utrecht;22414;26504;8009;0,393732323853356;0,4655755035022937;0,14068682886339964;166079;7261;15929;40096;924;66816;0,37182388070774136;8,56856708334879e-03;0,61960755220890984;liberal;liberal;1826-11-05;1875-09-20;977;1902-10-19
00455;Gevers Deynoot;1;Successiewet 1878;1878-05-24;Tweede Kamer;Gevers Deynoot;fiscal;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;224037;8742;11073;4794;5736;115155;0,03814297648884115;4,56379042845208e-02;0,91621911922663812;liberal;liberal;1808-09-08;1852-09-20;9377;1879-03-25
00851;Luyben;1;Successiewet 1878;1878-05-24;Tweede Kamer;Luyben;fiscal;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;189936;4881;7334;92072;540;14410;0,86030909532619460;5,04569154005718e-03;0,13464521313374819;catholic;confessional;1818-01-26;1859-10-31;6780;1902-06-09
00931;Moens;1;Successiewet 1878;1878-05-24;Tweede Kamer;Moens;fiscal;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;200749;3230;6181;10249;6589;94598;0,09197207365662800;5,91281094080907e-02;0,84889981693528127;liberal;liberal;1827-04-15;1866-09-20;4264;1899-06-24
00202;Bredius;1;Successiewet 1878;1878-05-24;Tweede Kamer;Bredius;fiscal;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;224037;8742;11073;4794;5736;115155;0,03814297648884115;4,56379042845208e-02;0,91621911922663812;liberal;liberal;1811-11-14;1871-02-28;2642;1878-09-13
00299;van Delden;1;Successiewet 1878;1878-05-24;Tweede Kamer;Delden;fiscal;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427157;84304;1948;2897;9151;749;41301;0,17872697798871115;1,46286205347552e-02;0,80664440147653371;liberal;liberal;1828-02-21;1864-09-19;4995;1898-11-08
01191;Schepel;1;Successiewet 1878;1878-05-24;Tweede Kamer;Schepel;fiscal;Appingedam;27626;16315;19462;0,435720707222056;0,2573204403601682;0,30695372882096311;211674;7554;10258;4826;14192;94941;0,04234856395721268;1,24536017339569e-01;0,83311541870321781;liberal;liberal;1833-11-23;1874-04-29;1486;1909-03-02
00808;Lenting;1;Successiewet 1878;1878-05-24;Tweede Kamer;Lenting;fiscal;Zutphen;14595;6927;7793;0,497867985672864;0,2362913988769302;0,26582994502647672;144591;4675;8061;28753;1457;65931;0,29907115590642908;1,51548246845779e-02;0,68577401940899307;liberal;liberal;1822-06-13;1868-03-02;3735;1881-11-20
00464;Godefroi;1;Successiewet 1878;1878-05-24;Tweede Kamer;Godefroi;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;1145240;146;1325;69845;2350;156940;0,30482030244179198;1,02559626421105e-02;0,68492373491609748;liberal;liberal;1813-12-16;1849-02-13;10692;1882-06-25
00917;de Meijier;1;Successiewet 1878;1878-05-24;Tweede Kamer;Meijier;fiscal;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;200499;1919;6585;32482;1855;35962;0,46205493677008208;2,63872885816299e-02;0,51155777464828800;liberal;liberal;1836-07-20;1877-12-10;165;1909-03-23
00469;Goeman Borgesius;1;Successiewet 1878;1878-05-24;Tweede Kamer;Goeman Borgesius;fiscal;Winschoten;10327;7298;5365;0,449195302305350;0,3174361639480806;0,23335454993733035;65673;1338;2522;5004;4802;33998;0,11423614281800748;1,09624691808967e-01;0,77613916537302530;liberal;liberal;1847-01-11;1877-11-19;186;1917-01-18
00102;Bergsma;1;Successiewet 1878;1878-05-24;Tweede Kamer;Bergsma;fiscal;Dokkum;13367;5038;11109;0,452903706715457;0,1706960320910193;0,37638968907935894;81958;1911;2912;993;7463;48116;0,01755285300148483;1,31920384642579e-01;0,85052676235593583;liberal;liberal;1829-09-28;1871-09-18;2440;1901-03-15
01142;de Ruiter Zylker;1;Successiewet 1878;1878-05-24;Tweede Kamer;Ruiter Zijlker;fiscal;Appingedam;27626;16315;19462;0,435720707222056;0,2573204403601682;0,30695372882096311;211674;7554;10258;4826;14192;94941;0,04234856395721268;1,24536017339569e-01;0,83311541870321781;liberal;liberal;1835-06-30;1868-04-21;3685;1892-10-24
01365;van Tienlioven;1;Successiewet 1878;1878-05-24;Tweede Kamer;Tienhoven;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;1145240;146;1325;69845;2350;156940;0,30482030244179198;1,02559626421105e-02;0,68492373491609748;liberal;liberal;1841-02-12;1878-03-28;57;1914-10-10
00360;Dijckmeester;1;Successiewet 1878;1878-05-24;Tweede Kamer;Dijckmeester;fiscal;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;72108;5441;6377;18478;1231;34335;0,34190659462660056;2,27777366590186e-02;0,63531566871438083;liberal;liberal;1837-08-08;1877-09-17;249;1891-11-09
01118;Roell;1;Successiewet 1878;1878-05-24;Tweede Kamer;Röell;fiscal;Utrecht;22414;26504;8009;0,393732323853356;0,4655755035022937;0,14068682886339964;166079;7261;15929;40096;924;66816;0,37182388070774136;8,56856708334879e-03;0,61960755220890984;liberal;liberal;1844-07-21;1877-09-18;248;1914-07-13
01405;Vening Meinesz;1;Successiewet 1878;1878-05-24;Tweede Kamer;Vening Meinesz;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;1145240;146;1325;69845;2350;156940;0,30482030244179198;1,02559626421105e-02;0,68492373491609748;liberal;liberal;1833-02-20;1875-09-20;977;1909-12-26
00607;van Houten;1;Successiewet 1878;1878-05-24;Tweede Kamer;Houten;fiscal;Groningen;10314;16133;2620;0,354835380328207;0,5550212632476336;0,09013375963119652;163463;830;1880;8687;2348;43142;0,16034479576203925;4,33394244790225e-02;0,79631577975893819;liberal;liberal;1837-02-17;1869-02-24;3376;1930-10-14
00280;Cremers;1;Successiewet 1878;1878-05-24;Tweede Kamer;Cremers;fiscal;Zuidhorn;14162;6468;11570;0,439813664596273;0,2008668216157481;0,35930962103531972;105926;5709;6982;2126;14050;38514;0,03887365149021759;2,56902541598098e-01;0,70422380691168407;liberal;liberal;1823-06-15;1869-12-13;3084;1896-10-27
00930;Mirandolle;1;Successiewet 1878;1878-05-24;Tweede Kamer;Mirandolle;fiscal;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;200499;1919;6585;32482;1855;35962;0,46205493677008208;2,63872885816299e-02;0,51155777464828800;liberal;liberal;1827-09-28;1869-02-20;3380;1884-06-21
00421;Fransen van de Putte;1;Successiewet 1878;1878-05-24;Tweede Kamer;Fransen van de Putte;fiscal;Hoorn;4080;5340;2236;0,350034317089911;0,4581193928012350;0,19181923306238607;244702;12677;26840;33161;3644;70502;0,30902923388036196;3,39586420270812e-02;0,65701212409255683;liberal;liberal;1822-03-22;1862-04-24;5874;1902-03-03
00232;de Bruyn Kops;1;Successiewet 1878;1878-05-24;Tweede Kamer;Bruijn Kops;fiscal;Alkmaar;8752;13420;2626;0,352931688039358;0,5411649732128598;0,10589181879499804;246119;4620;17879;38232;2281;67754;0,35312699160408989;2,10682848882854e-02;0,62580472350762462;liberal;liberal;1822-12-22;1868-02-25;3741;1887-10-01
01572;Wybenga;1;Successiewet 1878;1878-05-24;Tweede Kamer;Wybenga;fiscal;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;200749;3230;6181;10249;6589;94598;0,09197207365662800;5,91281094080907e-02;0,84889981693528127;liberal;liberal;1804-06-18;1855-06-28;8366;1886-09-09
00569;van Heukelom;1;Successiewet 1878;1878-05-24;Tweede Kamer;Heukelom;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;1145240;146;1325;69845;2350;156940;0,30482030244179198;1,02559626421105e-02;0,68492373491609748;liberal;liberal;1822-03-29;1859-02-15;7038;1880-07-11
00594;Holtzman;1;Successiewet 1878;1878-05-24;Tweede Kamer;Holtzman;fiscal;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;1145240;146;1325;69845;2350;156940;0,30482030244179198;1,02559626421105e-02;0,68492373491609748;liberal;liberal;1831-01-06;1877-09-17;249;1916-04-01
00368;D. van Eck;1;Successiewet 1878;1878-05-24;Tweede Kamer;Eck;fiscal;Middelburg;3592;7107;546;0,319430858159182;0,6319962757569837;0,04855080546432261;198966;11808;16126;33932;2975;56382;0,36372991456656190;3,18901478202146e-02;0,60437993761322339;liberal;liberal;1817-05-28;1849-02-13;10692;1895-03-13
00349;Dullert;1;Successiewet 1878;1878-05-24;Tweede Kamer;Dullert;fiscal;Arnhem;30502;22032;17588;0,434984740880180;0,3141933106686086;0,25081731971662413;350392;2597;6923;27610;1494;98006;0,21721343718039493;1,17535992447486e-02;0,77103296357485629;liberal;liberal;1817-06-27;1849-02-13;10692;1881-02-24
00088;Cremer van den Berch van Heemstede;0;Successiewet 1878;1878-05-24;Tweede Kamer;Cremer van den Berch van Heemstede;fiscal;Leiden;13055;18243;3798;0,371979712787782;0,5197973172425127;0,10821471098149175;283640;4868;10095;36543;7635;76757;0,30217058750568487;6,31330880224914e-02;0,63469632447182367;protestant;confessional;1811-01-06;1873-04-22;1858;1879-07-02
01203;Schimmelpenninck van der Oye;0;Successiewet 1878;1878-05-24;Tweede Kamer;Schimmelpenninck van der Oye;fiscal;Hilversum;2239;2202;353;0,467042136003337;0,4592794111728793;0,07361948366416143;39169;1310;4988;10163;254;10398;0,48825366322363678;1,22027384098006e-02;0,49954359836656254;protestant;confessional;1839-09-30;1873-09-15;1712;1918-06-19
