b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date;name_in_elec_combined;turnout;vote_share;soc_share;soc_dum;dsle;vote_share_nc
00858;van Lynden van Sandenburg;0;Successiewet 1911;1911-03-10;Tweede Kamer;Lynden van Sandenburg;fiscal;Kampen;7836;4226;4362;0,477106673161227;0,2572989065376701;0,26557507063969149;64231;2485;3201;3377;10438;33101;0,07197970841503964;2,22482735101032e-01;0,70553755648392869;protestant;confessional;1873-11-17;1909-09-21;535;1932-12-25;mr. F.A.C. graaf van Lynden van Sandenburg;0,897452645329850;0,5923801117975875;176;1;637;0,38172992056487204
00601;van Hoogstrate;0;Successiewet 1911;1911-03-10;Tweede Kamer;Hoogstraten;fiscal;Utrecht II;13291;23050;1186;0,354171663069257;0,6142186282188012;0,03160309632713359;247185;91;593;41448;8372;55989;0,39172471150847282;7,91237040327382e-02;0,52915158445878896;protestant;confessional;1859-06-07;1909-09-21;535;1936-06-30;J.S.F. van Hoogstraten;0,809366556589613;0,4954094060333521;1202;1;637;0,23009181187933295
00822;Limburg;1;Successiewet 1916;1916-07-18;Tweede Kamer;Limburg;fiscal;Groningen;13336;30190;676;0,301705805167187;0,6829961073279379;0,01529308494796624;156159;136;562;9180;11660;39567;0,15196914264903075;1,93023987286242e-01;0,65500687006472758;socialist;socialist;1866-12-29;1905-09-19;3955;1940-05-15;mr. J. Limburg;0,554439341752775;0,6607329842931937;1944;1;1070;0,32513089005235601
00369;Eerdmans;1;Successiewet 1916;1916-07-18;Tweede Kamer;Eerdmans;fiscal;Rotterdam III;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,29900694199317568;1,15161783739263e-01;0,58583127426756088;liberal;liberal;1868-04-24;1914-03-17;854;1948-04-29;dr. B.D. Eerdmans;0,671607952563655;0,4601468274777137;527;1;923;0,40167802831672783
00410;Fock;1;Successiewet 1916;1916-07-18;Tweede Kamer;Fock;fiscal;Haarlem;17890;30692;1124;0,359916307890396;0,6174662568668688;0,02261251959356222;125812;98;615;27558;3915;22853;0,50727092000147256;7,20649412804182e-02;0,42066413871810920;liberal;liberal;1858-06-19;1901-09-17;5418;1941-10-17;mr. D. Fock;0,770842772995016;0,2986935866983373;4180;1;1127;0,00964964370546318
00111;Bichon van IJsselmonde;1;Successiewet 1916;1916-07-18;Tweede Kamer;Bichon van IJsselmonde;fiscal;Ommen;24885;5062;15809;0,543863099921322;0,1106289848976600;0,34550165818470641;28815;2084;1862;11065;11907;33830;0,19479947889158833;2,09622900602091e-01;0,59557762050632024;protestant;confessional;1855-05-28;1912-11-29;1327;1923-11-19;mr. C.J.A. Bichon van Ysselmonde;0,898000776397516;0,4925603438774386;207;1;1127;0,47801168301554059
00029;Ankerman;1;Successiewet 1916;1916-07-18;Tweede Kamer;Ankerman;fiscal;Harlingen;9243;7067;5073;0,432259271383810;0,3304895076858349;0,23723607765380991;73904;873;1849;6245;8538;21035;0,17435367692221787;2,38371768384611e-01;0,58727455469317102;protestant;confessional;1869-12-15;1909-09-21;2492;1928-01-20;mr. J. Ankerman;0,900012514078338;0,5191686560876282;1730;1;1127;0,24294340682488413
00875;Marchant;1;Successiewet 1916;1916-07-18;Tweede Kamer;Marchant;fiscal;Deventer;16156;10046;5688;0,506616494198808;0,3150153781126849;0,17835852790682891;75140;986;2059;12286;1746;35927;0,24592165575772132;3,49486578994776e-02;0,71912968634280106;socialist;socialist;1869-02-12;1900-06-08;5884;1956-05-12;mr. H.P. Marchant;0,808207804530898;0,5298042704626335;935;1;1127;0,33155397390272834
01288;Spiekman;1;Successiewet 1916;1916-07-18;Tweede Kamer;Spiekman;fiscal;Rotterdam II;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,29900694199317568;1,15161783739263e-01;0,58583127426756088;socialist;socialist;1874-02-13;1913-09-16;1036;1917-11-18;H. Spiekman;0,847247827232025;0,4058953341740227;4699;1;1127;0,33480453972257251
01075;van Raalte;1;Successiewet 1916;1916-07-18;Tweede Kamer;Raalte;fiscal;Middelburg;12318;12872;4942;0,408801274392672;0,4271812481004042;0,16400713171725476;111681;4850;6562;7200;10717;37282;0,13043714560046377;1,94152067972246e-01;0,67541078642729035;liberal;liberal;1841-04-30;1897-09-21;6874;1921-03-23;mr. E.E. van Raalte;0,911095368812539;0,4008272601930274;5268;1;1127;0,11798306086271421
00071;de Beaufort;1;Successiewet 1916;1916-07-18;Tweede Kamer;Beaufort 2;fiscal;Amersfoort;20476;26334;6481;0,384229982548648;0,4941511724738440;0,12161327761139304;122929;3074;8954;25301;12697;48120;0,29379456095125295;1,47437237279082e-01;0,55876820176966491;liberal;liberal;1845-03-19;1877-04-23;14330;1918-04-02;mr. W.H. de Beaufort;0,810681216931217;0,5235354573484070;583;1;1127;0,35662898252826308
01344;Teenstra;1;Successiewet 1916;1916-07-18;Tweede Kamer;Teenstra;fiscal;Zuidhorn;14425;6007;10042;0,473354334842817;0,1971157936071612;0,32951955985359249;71785;4426;5148;1420;20657;25823;0,02964509394572024;4,31252609603340e-01;0,53910229645093943;socialist;socialist;1873-07-25;1909-09-21;2492;1958-05-24;E.M. Teenstra;0,912483912483912;0,4883720930232558;4801;1;1127;0,43035121025154249
00796;van Leeuwen;1;Successiewet 1916;1916-07-18;Tweede Kamer;Leeuwen;fiscal;Utrecht II;21707;39567;705;0,350231530034366;0,6383900420413174;0,01137463906785271;247185;91;593;49345;8795;60267;0,41674056432474432;7,42777031763325e-02;0,50898173249892320;socialist;socialist;1868-06-05;1913-09-16;1036;1922-10-13;dr. J. van Leeuwen;0,921194379391101;0,3456854107281679;4196;1;1127;0,19590567504534853
00544;Heeres;1;Successiewet 1916;1916-07-18;Tweede Kamer;Heeres;fiscal;Leiden;12644;16264;627;0,428102251565939;0,5506607164688482;0,02122834679127435;118844;92;482;16645;5605;31632;0,30891577892431610;1,04023607141531e-01;0,58706061393415243;liberal;liberal;1858-05-30;1913-09-16;1036;1932-02-16;mr. J.E. Heeres;0,910187667560322;0,4006854418119505;3329;1;1127;0,08299806288183580
00152;Boissevain;1;Successiewet 1916;1916-07-18;Tweede Kamer;Boissevain;fiscal;Amsterdam VII;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;liberal;liberal;1876-07-04;1913-09-16;1036;1944-04-19;W. Boissevain;0,848195531793011;0,3790267306374229;2619;1;1127;0,21932830705962988
00892;de Meester;1;Successiewet 1916;1916-07-18;Tweede Kamer;Meester;fiscal;Den Helder;10859;10841;6031;0,391583426490209;0,3909288131966324;0,21747610336040105;68331;1001;4604;9541;3986;27152;0,23454362201627377;9,79866761719806e-02;0,66746970181174559;liberal;liberal;1851-12-16;1910-05-09;2262;1919-12-27;mr. T.H. de Meester;0,819289115269627;0,3789904502046385;4949;1;1127;0,29618008185538880
00517;van Hamel;1;Successiewet 1916;1916-07-18;Tweede Kamer;Hamel;fiscal;Amsterdam IV;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;liberal;liberal;1842-01-17;1909-09-21;2492;1917-03-01;mr. G.A. van Hamel;0,811958588633002;0,5383192389006343;1351;1;1127;0,35702959830866809
00815;Lieftinck;1;Successiewet 1916;1916-07-18;Tweede Kamer;Lieftinck;fiscal;Zutphen;21837;13097;6193;0,530965059449996;0,3184484867600432;0,15057923252267652;100577;1504;3403;18571;2696;43300;0,28762370870568554;4,17550761224774e-02;0,67062121517183704;liberal;liberal;1835-06-08;1879-02-18;13664;1917-07-07;F. Lieftinck;0,915514762799956;0,4564442806241553;4784;1;1127;0,41221280255559650
01189;Schaper;1;Successiewet 1916;1916-07-18;Tweede Kamer;Schaper;fiscal;Appingedam;12841;7418;8086;0,453025224907391;0,2616998216044967;0,28526357787885104;89280;4007;5185;1289;14061;31175;0,02770553465878559;3,02224610424503e-01;0,67006985491671145;socialist;socialist;1868-02-12;1899-04-25;6293;1934-08-31;J.H.A. Schaper;0,871941978783286;0,3457085325950164;2747;1;1127;0,29461364208406743
01347;van den Tempel;1;Successiewet 1916;1916-07-18;Tweede Kamer;Tempel;fiscal;Amsterdam IX;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;socialist;socialist;1877-08-01;1915-11-10;251;1955-06-27;J. van den Tempel;0,545319822165258;0,5298757348016966;7542;1;264;0,43879752957809359
01170;Sannes;1;Successiewet 1916;1916-07-18;Tweede Kamer;Sannes;fiscal;Veendam;15818;9629;7563;0,479188124810663;0,2916952506240484;0,22910703984222328;54378;1502;2533;6382;9123;41393;0,11216562972336462;1,60339554993146e-01;0,72749481528348980;socialist;socialist;1875-10-04;1913-09-16;1036;1930-01-02;mr. G.W. Sannes;0,851225977468522;0,4147174770039422;3156;1;1127;0,29855453350854139
00949;de Muralt;1;Successiewet 1916;1916-07-18;Tweede Kamer;Muralt;fiscal;Oostburg;13744;5236;10026;0,473833000068951;0,1805114275573583;0,34564482621643894;61006;5209;7365;17573;4325;20811;0,41145894307991288;1,01266711934253e-01;0,48727434498583438;liberal;liberal;1871-05-09;1913-09-16;1036;1936-11-07;jhr. R.R.L. de Muralt;0,922598627787307;0,5570009460737938;227;1;1127;0,41615421002838221
00344;Drion;1;Successiewet 1916;1916-07-18;Tweede Kamer;Drion;fiscal;Ridderkerk;16100;6720;7019;0,539562317772043;0,2252045473411463;0,23522303392264304;54284;3582;4418;1057;12064;42408;0,01903509877721550;2,17255848295485e-01;0,76370905292729940;liberal;liberal;1874-09-02;1913-09-16;1036;1948-12-13;F.J.W. Drion;0,945832874600903;0,4416381446949132;4014;1;1127;0,04709075888115189
00702;Kleerekoper;1;Successiewet 1916;1916-07-18;Tweede Kamer;Kleerekoper;fiscal;Amsterdam VIII;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;socialist;socialist;1880-09-22;1913-09-16;1036;1943-04-14;A.B. Kleerekoper;0,829640134727885;0,3349589891376635;2939;1;1127;0,31256927510529814
00357;Duijs;1;Successiewet 1916;1916-07-18;Tweede Kamer;Duijs;fiscal;Zaandam;15677;12365;2853;0,507428386470303;0,4002200005506032;0,09234232677248912;76592;1708;7072;9431;6119;29019;0,21160447844914623;1,37292737104265e-01;0,65110278444658842;socialist;socialist;1877-02-21;1909-09-21;2492;1941-09-16;J.E.W. Duijs;0,893175789727514;0,4894196712378531;5389;1;1127;0,27908455181182457
00655;de Jong;1;Successiewet 1916;1916-07-18;Tweede Kamer;Jong;fiscal;Hoorn;9431;7798;5471;0,415462555066079;0,3435179419012400;0,24100515778791057;101901;3306;8711;16229;1938;21707;0,40700707227767474;4,86030997642574e-02;0,54438982795806790;liberal;liberal;1872-10-21;1912-05-03;1537;1918-12-14;W.J.E.H.M. de Jong;0,879382579933848;0,4862651209677419;5016;1;1127;0,36794354838709675
00337;van Doorn;1;Successiewet 1916;1916-07-18;Tweede Kamer;Doorn;fiscal;Gouda;18329;11551;5287;0,521198851195723;0,3284564736503900;0,15033617499554691;76612;2080;4236;10881;6796;45351;0,17263755791076979;1,07825093609190e-01;0,71953734848004058;liberal;liberal;1853-02-12;1905-09-19;3955;1921-04-05;jhr.mr. W.T.C. van Doorn;0,901596489590141;0,4326449313345214;5126;1;1127;0,40266275290910997
00635;Jansen;1;Successiewet 1916;1916-07-18;Tweede Kamer;Jansen;fiscal;'s-Gravenhage III;49353;127659;5821;0,269934858586798;0,6982263132168640;0,03183762874341092;525337;130;666;100949;24691;139331;0,38098131493635151;9,31837823761846e-02;0,52583490268746391;liberal;liberal;1840-12-14;1905-09-19;3955;1925-03-24;J.C. Jansen;0,738863185723728;0,5774278215223098;1314;1;1127;0,25821341297855011
00634;Jannink;1;Successiewet 1916;1916-07-18;Tweede Kamer;Jannink;fiscal;Lochem;23313;7596;14392;0,514624401227346;0,1676765128711279;0,31769239615433875;51769;3198;4448;16688;1381;35215;0,31318970047293748;2,59177238946025e-02;0,66089257563246007;liberal;liberal;1865-07-25;1905-09-19;3955;1942-04-05;mr. G. Jannink;0,889057895237190;0,4235892992526806;5950;1;1127;0,35557240333586049
00613;Hubrecht;1;Successiewet 1916;1916-07-18;Tweede Kamer;Hubrecht;fiscal;Amsterdam I;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;liberal;liberal;1844-09-15;1901-09-17;5418;1926-08-01;dr. H.F.R. Hubrecht;0,764274691358025;0,4987172909184197;2712;1;1127;0,30425859415084661
01124;Roodenburg;1;Successiewet 1916;1916-07-18;Tweede Kamer;Roodenburg;fiscal;Beverwijk;21047;19985;7744;0,431503198294243;0,4097265704788095;0,15876386835959755;82797;1763;7853;39360;5807;34539;0,49381476927709334;7,28552430180915e-02;0,43332998770481518;socialist;socialist;1866-10-22;1913-09-16;1036;1929-04-13;mr. L.N. Roodenburg;0,939170448814927;0,3980260934225647;7700;1;1127;0,12249036706550395
01289;ter Spill;1;Successiewet 1916;1916-07-18;Tweede Kamer;Spill;fiscal;Utrecht I;21707;39567;705;0,350231530034366;0,6383900420413174;0,01137463906785271;247185;91;593;49345;8795;60267;0,41674056432474432;7,42777031763325e-02;0,50898173249892320;liberal;liberal;1874-02-07;1913-09-16;1036;1946-02-21;mr.dr. J.H.W.Q. ter Spill;0,913381795843145;0,4053378762067008;5117;1;1127;0,17580919931856900
01269;Smeenge;1;Successiewet 1916;1916-07-18;Tweede Kamer;Smeenge;fiscal;Meppel;16288;7096;11221;0,470683427250397;0,2050542836106637;0,32425316832556850;49190;2671;2321;1439;11268;36902;0,02900683343748110;2,27136205124070e-01;0,74385696143844859;liberal;liberal;1852-05-25;1886-04-05;11061;1935-05-09;mr. H. Smeenge;0,830890642615558;0,5090296908478726;869;1;1127;0,35797367615549436
01113;Rink;1;Successiewet 1916;1916-07-18;Tweede Kamer;Rink;fiscal;Hoogezand;11389;5689;6312;0,486917486105173;0,2432185366670180;0,26985049048465731;55623;1643;2311;1610;8519;26658;0,04376546062467719;2,31576372087966e-01;0,72465816728735699;liberal;liberal;1851-08-13;1891-09-15;9072;1941-08-06;mr. P. Rink;0,662891756649987;0,5117811501597445;5008;1;1079;0,48821884984025560
00417;van Foreest;1;Successiewet 1916;1916-07-18;Tweede Kamer;Foreest;fiscal;Alkmaar;16801;12725;9578;0,429649140752864;0,3254107044693748;0,24493184998453513;117620;3877;9127;28666;3491;25921;0,49357760253452254;6,01088191742140e-02;0,44631357829126345;liberal;liberal;1845-12-19;1903-05-12;4816;1922-09-19;jhr.mr. P. van Foreest;0,938904799097457;0,4307018361450275;1603;1;1127;0,41989001770901296
01147;Rutgers;1;Successiewet 1916;1916-07-18;Tweede Kamer;Rutgers;fiscal;Hilversum;22514;29448;3943;0,402718898130758;0,5267469433691329;0,07052919140552294;87517;2333;9059;32979;9827;46468;0,36941326702063310;1,10076842081681e-01;0,52050989089768573;protestant;confessional;1877-12-16;1912-02-20;1610;1945-02-05;mr. V.H. Rutgers;0,878091515600782;0,5063025210084033;5635;1;1127;0,33979147214441330
00772;J. ter Laan;1;Successiewet 1916;1916-07-18;Tweede Kamer;Laan;fiscal;Rotterdam V;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,29900694199317568;1,15161783739263e-01;0,58583127426756088;socialist;socialist;1872-12-12;1913-09-16;1036;1956-08-09;J. ter Laan;0,770842772995016;0,3122030878859858;4180;1;1127;0,29869358669833729
00432;de Geer;1;Successiewet 1916;1916-07-18;Tweede Kamer;Geer;fiscal;Schiedam;19338;17197;2070;0,500919570003886;0,4454546525850789;0,05361868298563847;75748;674;3605;19333;9188;38674;0,28771485973658756;1,36736364312821e-01;0,57554877595059151;protestant;confessional;1870-12-14;1907-11-04;3179;1960-11-27;jhr.mr. D.J. de Geer;0,859142702116115;0,5129613076235474;1136;1;1127;0,34197420508236498
00090;van Beresteyn;1;Successiewet 1916;1916-07-18;Tweede Kamer;Beresteyn;fiscal;Winschoten;12876;7890;7746;0,451599326599327;0,2767212062601570;0,27166814458867045;73652;2868;3739;725;5809;40569;0,01539180094686113;1,23325478207333e-01;0,86128272084580604;socialist;socialist;1876-04-02;1916-06-28;20;1948-09-15;jhr.mr.dr. E.A. van Beresteijn;0,700383833822533;0,5493506493506494;0;0;31;0,45064935064935063
00742;Koster;1;Successiewet 1916;1916-07-18;Tweede Kamer;Koster;fiscal;Assen;16587;10035;10748;0,443858710195344;0,2685277177316980;0,28760490003137845;54898;3083;3662;2024;7192;48034;0,03535371179039301;1,25624454148472e-01;0,83902183406113540;socialist;socialist;1884-04-30;1915-11-09;252;1947-07-14;W.O.A. Koster;NA;NA;0;0;278;NA
01198;Schim van der Loeff;1;Successiewet 1916;1916-07-18;Tweede Kamer;Schim van der Loeff;fiscal;Dordrecht;15817;15351;2081;0,475713555294896;0,4616914904839127;0,06258658398810105;116515;536;2001;8665;9264;47990;0,13144920280950864;1,40536112501707e-01;0,72801468468878461;liberal;liberal;1865-06-02;1913-09-16;1036;1923-02-10;mr. M.M. Schim van der Loeff;0,853349549001723;0,3310070990253881;4805;1;1127;0,24714234147515340
00967;Nierstrasz;1;Successiewet 1916;1916-07-18;Tweede Kamer;Nierstrasz;fiscal;Amsterdam VI;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,39684666117065126;9,50611793291969e-02;0,50809215950015185;liberal;liberal;1861-09-10;1913-09-16;1036;1939-07-07;B. Nierstrasz;0,638558201058201;0,4768470343392300;573;1;1092;0,37408949011446407
00709;Knobel;1;Successiewet 1916;1916-07-18;Tweede Kamer;Knobel;fiscal;Zwolle;13267;12343;6481;0,413418092300022;0,3846200177970765;0,20195191283154632;105644;1198;1839;13419;6185;32835;0,25589732832433876;1,17946566486775e-01;0,62615610518888609;liberal;liberal;1857-05-31;1913-09-16;1036;1933-10-16;F.M. Knobel;0,888401394982563;0,3322630362188543;3903;1;1127;0,16491137939892114
01023;Patijn;1;Successiewet 1916;1916-07-18;Tweede Kamer;Patijn;fiscal;Zierikzee;12135;6066;9421;0,439323727463616;0,2196040664225246;0,34106057728282635;72131;7190;8143;2928;5494;37146;0,06425561797752807;1,20567064606742e-01;0,81517731741573018;liberal;liberal;1863-12-09;1890-03-04;9632;1956-05-23;mr. R.J.H. Patijn;0,914642299977713;0,5364743510886948;524;1;1127;0,39906507565506211
01283;Snoeck Henkemans;1;Successiewet 1916;1916-07-18;Tweede Kamer;Snoeck Henkemans;fiscal;Apeldoorn;21497;16226;9636;0,453915834371503;0,3426137478028421;0,20346371196888696;58966;783;2170;8100;9781;61161;0,10247716403937147;1,23744338452974e-01;0,77377849750765404;protestant;confessional;1862-05-21;1909-09-21;2492;1945-05-24;J.R. Snoeck Henkemans;0,862146050670641;0,5572066822066822;4005;1;140;0,38898601398601401
00374;Eland;1;Successiewet 1916;1916-07-18;Tweede Kamer;Eland;fiscal;Arnhem;12193;20553;724;0,364296384822229;0,6140656199018412;0,02163067933567976;211668;112;559;28181;3533;28481;0,46816180745909131;5,86925824404020e-02;0,47314561010050671;liberal;liberal;1838-09-15;1905-09-19;3955;1927-08-08;K. Eland;0,885227775320655;0,3677192099635174;4856;1;1127;0,24317524216882627
01384;Tydeman;1;Successiewet 1916;1916-07-18;Tweede Kamer;Tydeman;fiscal;Tiel;14462;6041;7784;0,511259589210591;0,2135571399181381;0,27517236011135848;60458;3748;3829;5992;1356;40067;0,12637351049246015;2,85985447643151e-02;0,84502794474322485;liberal;liberal;1854-03-06;1891-12-14;8982;1916-11-04;mr. M. Tydeman jr.;0,867664319248826;0,5622427983539094;953;1;1127;0,27434842249657065
00011;Albarda;1;Successiewet 1916;1916-07-18;Tweede Kamer;Albarda;fiscal;Enschede;48057;20732;6857;0,635288052243344;0,2740637428360868;0,09064481363159994;38199;693;1447;44787;5443;51282;0,44119907006068249;5,36192765387343e-02;0,50518165340058319;socialist;socialist;1877-06-05;1913-09-16;1036;1957-04-19;J.W. Albarda;0,953003632299525;0,3168511245983577;5521;1;1127;0,19927406878495776
00773;K. ter Laan;1;Successiewet 1916;1916-07-18;Tweede Kamer;Laan;fiscal;'s-Gravenhage I;49353;127659;5821;0,269934858586798;0,6982263132168640;0,03183762874341092;525337;130;666;100949;24691;139331;0,38098131493635151;9,31837823761846e-02;0,52583490268746391;socialist;socialist;1871-07-08;1901-09-17;5418;1963-03-06;K. ter Laan;0,831529664594366;0,4537436667292175;4879;1;1127;0,34546819290673675
00469;Goeman Borgesius;1;Successiewet 1916;1916-07-18;Tweede Kamer;Goeman Borgesius;fiscal;Emmen;29726;7210;16651;0,554724093530147;0,1345461653759377;0,31072435155813449;27624;2491;2114;10469;14815;62792;0,11886325446205548;1,68207003042827e-01;0,71292974249511787;liberal;liberal;1847-01-11;1877-11-19;14120;1917-01-18;mr. H. Goeman Borgesius;0,830555555555556;0,5471213359803807;5897;1;1127;0,31133948382576199
00448;Gerretson;0;Successiewet 1916;1916-07-18;Tweede Kamer;Gerretson;fiscal;Rotterdam I;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,29900694199317568;1,15161783739263e-01;0,58583127426756088;protestant;confessional;1856-12-01;1913-09-16;1036;1930-10-29;B.J. Gerretson;0,731303069888961;0,4439178515007899;4928;1;1082;0,28560144436921686
00104;van Best;0;Successiewet 1916;1916-07-18;Tweede Kamer;Best;fiscal;Eindhoven;44060;16542;9744;0,626332698376596;0,2351498694730010;0,13851364218167131;44580;2307;4279;80694;470;3097;0,95766724819311422;5,57790674214643e-03;0,03675484506473932;catholic;confessional;1880-08-21;1910-10-26;2092;1958-04-21;mr.dr. J. van Best;0,738770417422868;0,8997183979974969;641;1;1127;0,10028160200250313
01152;Ruys de Beerenbrouck;0;Successiewet 1916;1916-07-18;Tweede Kamer;Ruijs de Beerenbrouck;fiscal;Gulpen;36001;16183;7953;0,598649749738098;0,2690995377825474;0,13224612540563882;34318;3477;9252;92566;1167;6368;0,92472602671301984;1,16582251925555e-02;0,06361574809442463;catholic;confessional;1873-12-01;1905-09-19;3955;1936-04-17;jhr.mr. C.J.M. Ruijs de Beerenbrouck;0,701397471242514;0,6800168043691360;213;1;1127;0,24842459039350231
00150;Bogaardt;0;Successiewet 1916;1916-07-18;Tweede Kamer;Bogaardt;fiscal;Breda;17935;12982;6651;0,477400979557070;0,3455556599070876;0,17703509124244685;83786;1280;1602;59226;463;4170;0,92744953726177981;7,25034842387134e-03;0,06530011431434880;catholic;confessional;1862-02-19;1906-02-13;3808;1918-11-14;W.H. Bogaardt;0,743237945903567;0,7637823371989295;615;1;2594;0,10972346119536129
00034;Arts;0;Successiewet 1916;1916-07-18;Tweede Kamer;Arts;fiscal;Tilburg;30748;16516;4813;0,590433396701039;0,3171421692622802;0,09241922773138020;56139;1129;2598;77923;3451;9641;0,85615557875075532;3,79168268966654e-02;0,10592759435257924;catholic;confessional;1845-04-20;1901-12-18;5326;1926-03-31;A.H.A. Arts;0,658176320074436;0,7684040838259001;443;1;1127;0,15224789539674011
00940;de Monté ver Loren;0;Successiewet 1916;1916-07-18;Tweede Kamer;Monté VerLoren;fiscal;Breukelen;16253;8369;8685;0,487975500645510;0,2512648208761893;0,26075020995379222;93077;6421;10242;20344;6974;24080;0,39581306665629007;1,35686213471341e-01;0,46850071987236858;protestant;confessional;1861-03-24;1909-11-10;2442;1925-04-30;F.H. de MontÃ© ver Loren;0,832652079826881;0,7318135617830696;0;0;1127;0,26818643821693045
01470;van der Voort van Zijp;0;Successiewet 1916;1916-07-18;Tweede Kamer;Voort van Zijp;fiscal;Tietjerksteradeel;13240;5971;9075;0,468076080039596;0,2110903342170623;0,32082238945796993;53036;963;1051;77;20601;26784;0,00162235051198853;4,34052505162024e-01;0,56432514432598713;protestant;confessional;1871-12-08;1908-03-19;3043;1935-09-28;C. van der Voort van Zijp;0,898628303780529;0,5186810431293881;1601;1;1127;0,28059177532597795
01583;van Wijnbergen;0;Successiewet 1916;1916-07-18;Tweede Kamer;Wijnbergen;fiscal;Elst;16444;9281;6660;0,507765941022078;0,2865788014526850;0,20564572012979471;73500;2070;3350;28664;2998;24439;0,51093563394591901;5,34393326322169e-02;0,43562503342186415;catholic;confessional;1869-03-08;1904-04-19;4473;1950-03-01;mr. A.I.M.J. baron van Wijnbergen;0,919223735013209;0,6108993047768558;421;1;1127;0,32585781565373401
00635;Janssen;0;Successiewet 1916;1916-07-18;Tweede Kamer;Jansen;fiscal;'s-Gravenhage III;49353;127659;5821;0,269934858586798;0,6982263132168640;0,03183762874341092;525337;130;666;100949;24691;139331;0,38098131493635151;9,31837823761846e-02;0,52583490268746391;liberal;liberal;1840-12-14;1905-09-19;3955;1925-03-24;J.C. Jansen;0,738863185723728;0,5774278215223098;1314;1;1127;0,25821341297855011
01172;van Sasse van Ysselt;0;Successiewet 1916;1916-07-18;Tweede Kamer;Sasse van Ysselt;fiscal;'s-Hertogenbosch;14566;14141;4160;0,443180089451425;0,4302433846928008;0,12656736097288668;99534;1120;2515;62072;521;3088;0,94505260273138347;7,93227874118847e-03;0,04701511852742803;catholic;confessional;1852-04-20;1901-09-17;5418;1939-08-06;jhr.mr. A.F.O. van Sasse van Ysselt;0,633158057531704;0,8728309370352008;513;1;1127;0,12716906296479921
01446;de Visser;0;Successiewet 1916;1916-07-18;Tweede Kamer;Visser;fiscal;Katwijk;16965;13851;11709;0,398941798941799;0,3257112301040782;0,27533922338854222;97590;3244;6937;27083;10208;28192;0,41358825954827966;1,55887787670082e-01;0,43052395278163791;protestant;confessional;1857-02-09;1897-09-21;6874;1932-04-14;dr. J.T. de Visser;0,712708234174203;0,8375372931922973;242;1;767;0,12964469758611338
01194;Scheurer;0;Successiewet 1916;1916-07-18;Tweede Kamer;Scheurer;fiscal;Sneek;10892;7933;6526;0,429647745651059;0,3129212083984160;0,25741820240758490;80803;1730;3100;6856;9431;25286;0,16491472830923917;2,26853967719433e-01;0,60823130397132752;protestant;confessional;1864-03-03;1911-02-28;1967;1928-06-20;dr. J.G. Scheurer;0,865361225979080;0,5249503827615537;966;1;1127;0,16940742840941309
01454;van Vliet;0;Successiewet 1916;1916-07-18;Tweede Kamer;Vliet;fiscal;Doetinchem;25702;8423;14373;0,529959998350447;0,1736753672110743;0,29635843687828217;53051;1703;2565;24455;5799;37779;0,35945791013184780;8,52380462422648e-02;0,55530404362588748;protestant;confessional;1858-02-12;1901-09-17;5418;1941-12-19;P. van Vliet;0,956162442940343;0,5060782681099084;663;1;1127;0,36353039134054954
00430;Fruytier;0;Successiewet 1916;1916-07-18;Tweede Kamer;Fruytier;fiscal;Hontenisse;15010;5564;11511;0,467819853514103;0,1734118396290661;0,35875860846532848;55929;6809;6813;30933;3019;15346;0,62746967422613498;6,12398068887176e-02;0,31129051888514747;catholic;confessional;1852-02-01;1901-09-17;5418;1929-06-20;P.F. Fruijtier;0,899122293739029;0,5136049817246514;82;1;1127;0,30986868823609043
